real_arrival_time,trip_instance_id,expected_arrival_time,code
2024-01-06 14:10:41.237+00,399495,54660,25113
2024-01-06 14:12:22.29+00,399495,54720,25115
2024-01-06 14:13:13.337+00,399495,54780,25121
2024-01-06 14:13:47.443+00,399495,54840,25131
2024-01-06 13:20:45.507+00,399496,51660,11240
2024-01-06 13:21:20.357+00,399496,51720,11238
2024-01-06 13:23:10.793221+00,399496,51780,11236
2024-01-06 13:24:04.267+00,399496,51840,11234
2024-01-06 13:25:26.24+00,399496,51960,11232
2024-01-06 13:27:09.337+00,399496,52020,11036
2024-01-06 13:28:56.237+00,399496,52140,21002
2024-01-06 13:30:31.243+00,399496,52200,10226
2024-01-06 13:32:03.51+00,399496,52320,10269
2024-01-06 13:34:08.537+00,399496,52440,10271
2024-01-06 13:35:17.347+00,399496,52560,10273
2024-01-06 13:37:24.347+00,399496,52680,10451
2024-01-06 13:39:47.44+00,399496,52800,10656
2024-01-06 13:42:36.27+00,399496,52920,10655
2024-01-06 13:45:39.37+00,399496,53100,20611
2024-01-06 13:48:30.307+00,399496,53220,20613
2024-01-06 13:50:13.28+00,399496,53340,20615
2024-01-06 13:52:26.55+00,399496,53460,20617
2024-01-06 13:55:14.387+00,399496,53640,23013
2024-01-06 13:57:03.347+00,399496,53760,23015
2024-01-06 13:57:47.45+00,399496,53820,23017
2024-01-06 13:59:07.24+00,399496,53880,23019
2024-01-06 13:51:27.437+00,399500,53520,11214
2024-01-06 13:52:45.467+00,399500,53580,11212
2024-01-06 13:53:40.42+00,399500,53640,11210
2024-01-06 13:55:01.333+00,399500,53700,11208
2024-01-06 13:56:13.417+00,399500,53760,11206
2024-01-06 13:57:17.307+00,399500,53820,11204
2024-01-06 13:58:48.557+00,399500,53880,11202
2024-01-06 14:00:32.507+00,399500,54060,10234
2024-01-06 14:02:13.493+00,399500,54180,10232
2024-01-06 14:03:44.413+00,399500,54240,10054
2024-01-06 14:04:58.443+00,399500,54300,10008
2024-01-06 14:05:50.427+00,399500,54420,10011
2024-01-06 14:07:37.547+00,399500,54480,10009
2024-01-06 14:09:09.247+00,399500,54540,10013
2024-01-06 14:11:59.487+00,399500,54660,20611
2024-01-06 14:14:13.49+00,399500,54780,20621
2024-01-06 14:15:07.363+00,399500,54840,20623
2024-01-06 14:16:10.39+00,399500,54900,20625
2024-01-06 14:17:27.503+00,399500,55020,20627
2024-01-06 14:18:38.513+00,399500,55080,20631
2024-01-06 14:19:54.517+00,399500,55140,20629
2024-01-06 13:19:56.537+00,399502,51600,21018
2024-01-06 13:20:58.53+00,399502,51660,21016
2024-01-06 13:23:11.317+00,399502,51780,21014
2024-01-06 13:24:34.527+00,399502,51840,21012
2024-01-06 13:25:47.547+00,399502,51900,21010
2024-01-06 13:27:29.25+00,399502,51960,21008
2024-01-06 13:28:47.37+00,399502,52080,21004
2024-01-06 13:30:31.54+00,399502,52200,21002
2024-01-06 13:33:55.533+00,399502,52320,20268
2024-01-06 13:36:55.643+00,399502,52440,10222
2024-01-06 13:40:05.517+00,399502,52620,10021
2024-01-06 13:41:02.563+00,399502,52680,10027
2024-01-06 13:42:14.543+00,399502,52740,10023
2024-01-06 13:45:27.403+00,399502,52860,20621
2024-01-06 13:46:26.377+00,399502,52920,20623
2024-01-06 13:47:16.59+00,399502,52980,20625
2024-01-06 13:49:12.547+00,399502,53100,20666
2024-01-06 13:50:48.297+00,399502,53220,20610
2024-01-06 13:51:48.407+00,399502,53280,20615
2024-01-06 13:54:15.557+00,399502,53400,20617
2024-01-06 13:37:54.333+00,399506,51600,123008
2024-01-06 13:38:49.663067+00,399506,51660,123006
2024-01-06 13:40:05.403+00,399506,51720,123004
2024-01-06 13:41:14.317+00,399506,51840,123002
2024-01-06 13:44:48.357+00,399506,51960,10706
2024-01-06 13:47:08.527+00,399506,52080,30782
2024-01-06 13:39:00.4+00,399508,52740,24206
2024-01-06 13:39:47.437+00,399508,52800,24204
2024-01-06 13:41:18.45+00,399508,52920,24202
2024-01-06 13:43:08.483+00,399508,52980,20826
2024-01-06 13:46:02.253+00,399508,53100,20820
2024-01-06 13:47:30.423+00,399508,53160,20822
2024-01-06 13:48:34.403+00,399508,53220,20292
2024-01-06 13:50:48.523+00,399508,53400,10032
2024-01-06 13:52:31.237+00,399508,53520,10001
2024-01-06 13:53:19.41+00,399508,53580,10017
2024-01-06 13:55:10.587+00,399508,53700,10003
2024-01-06 13:57:03.4+00,399508,53820,10401
2024-01-06 13:58:32.267+00,399508,53940,10403
2024-01-06 13:59:40.367+00,399508,54000,10405
2024-01-06 14:01:29.583+00,399508,54120,10407
2024-01-06 14:03:05.47+00,399508,54240,12201
2024-01-06 14:04:24.547+00,399508,54300,12203
2024-01-06 14:06:08.287+00,399508,54360,12205
2024-01-06 14:11:42.32+00,399508,54600,12601
2024-01-06 14:12:43.287+00,399508,54660,12603
2024-01-06 14:13:25.45+00,399508,54720,12605
2024-01-06 13:22:22.457+00,399510,51720,29320
2024-01-06 13:23:29.37+00,399510,51780,29318
2024-01-06 13:24:43.407+00,399510,51840,29316
2024-01-06 13:26:18.413+00,399510,51960,29314
2024-01-06 13:27:29.587+00,399510,52020,29312
2024-01-06 13:29:05.243+00,399510,52080,29132
2024-01-06 13:30:18.503+00,399510,52200,29128
2024-01-06 13:31:34.32+00,399510,52260,29104
2024-01-06 13:36:25.39+00,399510,52500,24106
2024-01-06 13:37:50.333+00,399510,52560,24104
2024-01-06 13:39:38.547+00,399510,52620,24146
2024-01-06 13:41:10.537+00,399510,52740,24102
2024-01-06 13:43:08.363+00,399510,52860,20724
2024-01-06 13:44:43.537+00,399510,52980,20722
2024-01-06 13:48:20.377+00,399510,53100,120831
2024-01-06 13:50:44.457+00,399510,53220,20932
2024-01-06 13:52:01.237+00,399510,53280,20304
2024-01-06 13:52:54.387+00,399510,53340,20302
2024-01-06 13:55:34.533+00,399510,53460,10126
2024-01-06 13:59:07.593+00,399510,53700,120269
2024-01-06 14:00:40.347+00,399510,53880,11321
2024-01-06 13:22:52.563+00,399511,51780,123008
2024-01-06 13:23:46.537+00,399511,51840,123006
2024-01-06 13:25:09.543+00,399511,51900,123004
2024-01-06 13:26:22.533+00,399511,52020,123002
2024-01-06 13:28:47.507+00,399511,52140,10706
2024-01-06 13:31:26.903+00,399511,52260,30782
2024-01-06 13:36:09.54+00,399512,52560,18012
2024-01-06 13:36:47.507+00,399512,52620,18010
2024-01-06 13:37:59.473+00,399512,52680,18008
2024-01-06 13:39:17.54+00,399512,52740,18006
2024-01-06 13:40:21.483105+00,399512,52800,18016
2024-01-06 13:42:14.35+00,399512,52920,18004
2024-01-06 13:43:28.537+00,399512,52980,18018
2024-01-06 13:45:18.407+00,399512,53100,18002
2024-01-06 13:46:09.553+00,399512,53160,18014
2024-01-06 13:47:42.503+00,399512,53280,12410
2024-01-06 13:50:18.38+00,399512,53340,12408
2024-01-06 13:51:35.5+00,399512,53460,12406
2024-01-06 13:52:18.523+00,399512,53520,12404
2024-01-06 13:53:15.473+00,399512,53580,12402
2024-01-06 13:54:53.517+00,399512,53700,12206
2024-01-06 13:55:43.463+00,399512,53760,12204
2024-01-06 13:56:55.567+00,399512,53820,12202
2024-01-06 13:58:57.507+00,399512,53940,10408
2024-01-06 14:01:07.55+00,399512,54000,10411
2024-01-06 14:02:35.417+00,399512,54060,10414
2024-01-06 14:04:29.54+00,399512,54120,10410
2024-01-06 14:06:29.467+00,399512,54240,10276
2024-01-06 14:08:38.383+00,399512,54360,10256
2024-01-06 14:10:55.54+00,399512,54540,10250
2024-01-06 14:13:29.53+00,399512,54660,10233
2024-01-06 14:15:29.942942+00,399512,54780,11201
2024-01-06 14:16:48.583+00,399512,54840,11203
2024-01-06 14:17:50.47+00,399512,54900,11205
2024-01-06 14:19:00.337+00,399512,54960,11207
2024-01-06 14:19:40.437+00,399512,55080,11209
2024-01-06 14:21:58.523+00,399512,55140,11451
2024-01-06 14:23:00.427+00,399512,55200,11453
2024-01-06 14:23:54.5+00,399512,55260,11651
2024-01-06 14:25:22.337+00,399512,55380,11657
2024-01-06 14:26:08.543+00,399512,55500,11659
2024-01-06 14:27:19.557+00,399512,55560,11607
2024-01-06 14:27:57.37+00,399512,55620,11609
2024-01-06 14:29:13.533+00,399512,55680,11613
2024-01-06 13:33:55.36+00,399514,52440,12410
2024-01-06 13:35:21.547+00,399514,52500,12408
2024-01-06 13:36:42.337+00,399514,52620,12406
2024-01-06 13:37:32.48+00,399514,52680,12404
2024-01-06 13:38:33.34+00,399514,52740,12402
2024-01-06 13:40:13.36+00,399514,52860,12206
2024-01-06 13:41:10.5+00,399514,52920,12204
2024-01-06 13:42:27.46+00,399514,52980,12202
2024-01-06 13:44:52.49+00,399514,53100,10408
2024-01-06 13:46:35.47+00,399514,53220,10406
2024-01-06 13:47:29.744542+00,399514,53280,10404
2024-01-06 13:48:48.557+00,399514,53400,10402
2024-01-06 13:50:48.257+00,399514,53520,10274
2024-01-06 13:51:44.51+00,399514,53640,10272
2024-01-06 13:55:19.557+00,399514,53760,10270
2024-01-06 13:57:51.547+00,399514,53880,10268
2024-01-06 13:59:11.573+00,399514,54000,20266
2024-01-06 14:02:39.47+00,399514,54180,21031
2024-01-06 14:03:57.523+00,399514,54240,21009
2024-01-06 14:05:11.543+00,399514,54300,21011
2024-01-06 14:06:25.347+00,399514,54360,21013
2024-01-06 14:07:12.557+00,399514,54420,21015
2024-01-06 14:08:04.513+00,399514,54480,21017
2024-01-06 14:12:14.517+00,399514,54600,21019
2024-01-06 13:22:42.748486+00,399516,51720,25309
2024-01-06 13:23:16.417+00,399516,51780,25316
2024-01-06 13:24:56.383+00,399516,51900,25306
2024-01-06 13:27:20.237+00,399516,51960,25304
2024-01-06 13:28:16.247+00,399516,52020,25302
2024-01-06 13:30:26.24+00,399516,52080,21156
2024-01-06 13:31:42.337+00,399516,52140,21152
2024-01-06 13:32:50.277+00,399516,52200,21150
2024-01-06 13:34:08.343+00,399516,52320,21148
2024-01-06 13:36:02.473484+00,399516,52440,121014
2024-01-06 13:38:24.277+00,399516,52560,121012
2024-01-06 13:39:34.28+00,399516,52620,121010
2024-01-06 13:40:43.233+00,399516,52680,121032
2024-01-06 13:42:27.287+00,399516,52860,21121
2024-01-06 13:46:05.600827+00,399516,53040,11331
2024-01-06 13:47:30.463+00,399516,53100,11349
2024-01-06 13:48:34.31+00,399516,53160,11333
2024-01-06 13:52:45.297+00,399516,53340,11335
2024-01-06 13:54:40.497+00,399516,53460,11521
2024-01-06 13:56:13.45+00,399516,53580,11523
2024-01-06 13:57:38.243+00,399516,53640,11525
2024-01-06 13:58:53.33+00,399516,53700,11721
2024-01-06 14:01:11.317+00,399516,53820,11723
2024-01-06 14:04:45.283+00,399516,54000,11712
2024-01-06 14:06:04.517+00,399516,54060,11719
2024-01-06 14:06:41.437+00,399516,54120,11731
2024-01-06 14:07:51.247+00,399516,54180,11729
2024-01-06 14:08:52.453+00,399516,54240,17101
2024-01-06 14:09:54.35+00,399516,54300,17103
2024-01-06 14:11:33.243+00,399516,54360,17123
2024-01-06 13:34:55.317+00,399520,52500,11321
2024-01-06 13:36:33.373+00,399520,52620,21101
2024-01-06 13:38:20.447+00,399520,52740,21103
2024-01-06 13:39:52.297+00,399520,52860,21105
2024-01-06 13:41:06.243+00,399520,52920,21117
2024-01-06 13:42:36.31+00,399520,52980,21107
2024-01-06 13:44:48.373+00,399520,53100,21109
2024-01-06 13:46:52.357+00,399520,53160,26301
2024-01-06 13:48:16.227+00,399520,53220,26303
2024-01-06 13:49:30.253+00,399520,53340,26333
2024-01-06 13:50:48.29+00,399520,53400,26335
2024-01-06 13:53:36.25+00,399520,53520,26341
2024-01-06 13:54:57.383+00,399520,53580,26343
2024-01-06 13:56:05.97459+00,399520,53640,26345
2024-01-06 13:57:19.325695+00,399520,53700,726951
2024-01-06 13:58:57.47+00,399520,53760,723955
2024-01-06 14:01:11.237+00,399520,53820,723953
2024-01-06 14:01:41.237+00,399520,53940,71951010
2024-01-06 14:04:32.24+00,399520,54060,26324
2024-01-06 14:05:37.118621+00,399520,54120,26340
2024-01-06 14:07:03.243+00,399520,54180,26328
2024-01-06 14:07:35.795588+00,399520,54240,26326
2024-01-06 14:09:05.517+00,399520,54300,16522
2024-01-06 14:11:25.247+00,399520,54420,11368
2024-01-06 13:45:09.25+00,399521,52980,10126
2024-01-06 13:46:06.233+00,399521,53100,110221
2024-01-06 13:48:48.397+00,399521,53220,110223
2024-01-06 13:50:05.313+00,399521,53280,120269
2024-01-06 13:53:44.267+00,399521,53520,21120
2024-01-06 13:55:27.620829+00,399521,53640,121031
2024-01-06 13:57:55.5+00,399521,53700,121009
2024-01-06 14:00:27.237+00,399521,53820,21125
2024-01-06 14:01:41.463+00,399521,53940,21173
2024-01-06 14:02:39.273+00,399521,54000,21127
2024-01-06 14:04:10.247+00,399521,54120,21129
2024-01-06 14:04:54.247+00,399521,54180,21135
2024-01-06 14:06:04.493+00,399521,54240,26101
2024-01-06 14:06:36.587+00,399521,54300,26103
2024-01-06 14:08:17.247+00,399521,54360,26105
2024-01-06 14:09:35.56+00,399521,54420,26107
2024-01-06 14:11:21.39+00,399521,54540,26109
2024-01-06 14:12:39.243+00,399521,54600,26117
2024-01-06 14:14:13.24+00,399521,54720,50395002
2024-01-06 14:16:53.257+00,399521,54900,50000040
2024-01-06 14:17:11.237+00,399521,54960,51935001
2024-01-06 13:23:50.493+00,399522,51840,12608
2024-01-06 13:24:43.247+00,399522,51900,12606
2024-01-06 13:25:31.25+00,399522,51960,12604
2024-01-06 13:26:13.25+00,399522,52020,12602
2024-01-06 13:30:09.44+00,399522,52260,12206
2024-01-06 13:31:26.27+00,399522,52320,12204
2024-01-06 13:32:36.247+00,399522,52380,12202
2024-01-06 13:33:55.467+00,399522,52500,10408
2024-01-06 13:35:37.527+00,399522,52620,10406
2024-01-06 13:36:42.373+00,399522,52680,10404
2024-01-06 13:38:29.497+00,399522,52800,10402
2024-01-06 13:41:10.293+00,399522,52920,10004
2024-01-06 13:42:32.377+00,399522,52980,10016
2024-01-06 13:43:08.423+00,399522,53100,10002
2024-01-06 13:46:11.388365+00,399522,53220,10031
2024-01-06 13:49:00.52+00,399522,53400,20291
2024-01-06 13:50:13.347+00,399522,53460,20821
2024-01-06 13:51:48.497+00,399522,53580,20823
2024-01-06 13:54:15.42+00,399522,53700,20825
2024-01-06 13:55:47.43+00,399522,53820,24201
2024-01-06 13:57:47.283+00,399522,53880,24203
2024-01-06 13:58:26.453+00,399522,53940,24205
2024-01-06 13:46:43.427+00,399523,53220,11612
2024-01-06 13:48:12.41+00,399523,53280,11610
2024-01-06 13:49:00.427+00,399523,53340,11608
2024-01-06 13:50:13.39+00,399523,53400,11660
2024-01-06 13:52:10.447+00,399523,53520,11658
2024-01-06 13:53:11.383+00,399523,53580,11652
2024-01-06 13:54:20.29+00,399523,53640,11454
2024-01-06 13:55:30.36+00,399523,53700,11452
2024-01-06 13:56:30.413+00,399523,53820,11252
2024-01-06 13:58:09.243+00,399523,53880,11208
2024-01-06 13:59:14.33+00,399523,53940,11206
2024-01-06 14:00:23.25+00,399523,54000,11204
2024-01-06 14:01:29.353+00,399523,54060,11202
2024-01-06 14:03:13.477+00,399523,54240,10234
2024-01-06 14:05:07.38+00,399523,54360,10232
2024-01-06 14:08:30.297+00,399523,54600,10255
2024-01-06 14:10:51.25+00,399523,54660,10275
2024-01-06 14:12:34.283+00,399523,54780,10409
2024-01-06 14:13:47.24+00,399523,54840,10413
2024-01-06 14:14:58.437+00,399523,54900,10412
2024-01-06 14:16:00.273+00,399523,55020,10407
2024-01-06 14:17:37.563+00,399523,55140,12201
2024-01-06 14:19:00.317+00,399523,55200,12203
2024-01-06 14:20:50.38+00,399523,55260,12205
2024-01-06 14:22:17.307+00,399523,55380,12401
2024-01-06 14:23:18.45+00,399523,55440,12403
2024-01-06 14:24:15.353+00,399523,55500,12405
2024-01-06 14:25:48.317+00,399523,55620,12407
2024-01-06 14:27:27.41+00,399523,55680,12409
2024-01-06 14:29:13.453+00,399523,55800,18013
2024-01-06 14:30:27.347+00,399523,55860,18001
2024-01-06 14:31:33.873976+00,399523,55920,18017
2024-01-06 14:33:06.373+00,399523,55980,18003
2024-01-06 14:34:37.378891+00,399523,56100,18015
2024-01-06 14:35:50.32+00,399523,56160,18005
2024-01-06 14:37:18.427+00,399523,56280,18007
2024-01-06 14:38:31.45+00,399523,56340,18009
2024-01-06 14:39:15.477+00,399523,56400,18011
2024-01-06 13:44:52.247+00,399524,54720,17302
2024-01-06 13:46:31.237+00,399524,54780,17312
2024-01-06 13:48:32.512905+00,399524,54900,112016
2024-01-06 13:50:18.253+00,399524,55020,12122
2024-01-06 13:52:35.31+00,399524,55080,12123
2024-01-06 13:54:15.357+00,399524,55200,12901
2024-01-06 13:55:19.313+00,399524,55260,12905
2024-01-06 13:56:38.543+00,399524,55380,12520
2024-01-06 13:57:38.453+00,399524,55440,12542
2024-01-06 13:58:40.337+00,399524,55500,12518
2024-01-06 13:59:53.52+00,399524,55560,12516
2024-01-06 14:00:58.35+00,399524,55620,12514
2024-01-06 14:02:39.463+00,399524,55680,12512
2024-01-06 14:04:32.377+00,399524,55860,12304
2024-01-06 14:05:19.417+00,399524,55920,12306
2024-01-06 14:06:49.413+00,399524,55980,12302
2024-01-06 14:09:40.447+00,399524,56160,10510
2024-01-06 14:10:59.547+00,399524,56220,10514
2024-01-06 14:12:09.503+00,399524,56280,10512
2024-01-06 14:14:09.483+00,399524,56400,10538
2024-01-06 14:16:10.24+00,399524,56520,10502
2024-01-06 14:17:59.450551+00,399524,56640,110274
2024-01-06 14:19:00.49+00,399524,56760,10373
2024-01-06 14:20:29.387+00,399524,56820,10375
2024-01-06 14:23:10.393+00,399524,57000,11322
2024-01-06 14:24:33.507+00,399524,57060,21120
2024-01-06 13:24:30.164473+00,399532,51840,26339
2024-01-06 13:25:18.327+00,399532,51900,26340
2024-01-06 13:26:56.603+00,399532,51960,26328
2024-01-06 13:27:38.51+00,399532,52020,26326
2024-01-06 13:29:09.533+00,399532,52080,16522
2024-01-06 13:31:14.487+00,399532,52140,11378
2024-01-06 13:32:07.49+00,399532,52200,11364
2024-01-06 13:33:12.437+00,399532,52260,11376
2024-01-06 13:34:16.247+00,399532,52380,11362
2024-01-06 13:35:25.473+00,399532,52440,11354
2024-01-06 13:36:33.303+00,399532,52560,11352
2024-01-06 13:37:45.46+00,399532,52680,11538
2024-01-06 13:39:17.317+00,399532,52740,11536
2024-01-06 13:40:39.283+00,399532,52860,11530
2024-01-06 13:41:57.287+00,399532,52980,11542
2024-01-06 13:43:20.343+00,399532,53040,10386
2024-01-06 13:45:43.23+00,399532,53160,10384
2024-01-06 13:47:05.287+00,399532,53280,10531
2024-01-06 13:49:43.457+00,399532,53460,10501
2024-01-06 13:55:30.553+00,399532,53580,10511
2024-01-06 13:56:50.337+00,399532,53700,10513
2024-01-06 13:58:09.423+00,399532,53760,10527
2024-01-06 13:59:32.387+00,399532,53880,110423
2024-01-06 14:00:52.357646+00,399532,53940,10517
2024-01-06 14:01:35.621619+00,399532,54000,10519
2024-01-06 14:03:23.086566+00,399532,54060,12311
2024-01-06 14:05:33.477+00,399532,54180,12313
2024-01-06 14:07:55.443+00,399532,54240,12315
2024-01-06 14:11:03.473+00,399532,54420,12711
2024-01-06 14:12:25.403+00,399532,54480,12713
2024-01-06 14:14:00.433+00,399532,54540,12715
2024-01-06 14:15:07.45+00,399532,54600,12717
2024-01-06 14:16:26.487+00,399532,54720,12732
2024-01-06 14:18:13.327+00,399532,54840,12707
2024-01-06 14:19:21.257+00,399532,54900,18537
2024-01-06 14:20:19.42+00,399532,54960,18526
2024-01-06 14:21:12.423+00,399532,55020,18515
2024-01-06 14:22:09.26+00,399532,55080,18503
2024-01-06 14:23:22.373+00,399532,55140,18505
2024-01-06 14:24:11.257+00,399532,55200,18517
2024-01-06 14:24:59.881674+00,399532,55260,18547
2024-01-06 14:25:35.43+00,399532,55320,18507
2024-01-06 13:24:43.433+00,399534,51900,23020
2024-01-06 13:25:47.403+00,399534,51960,23018
2024-01-06 13:26:40.367+00,399534,52020,23016
2024-01-06 13:28:42.443+00,399534,52140,23014
2024-01-06 13:32:20.483+00,399534,52320,20618
2024-01-06 13:35:25.3+00,399534,52440,20616
2024-01-06 13:36:17.517+00,399534,52500,20609
2024-01-06 13:38:08.29+00,399534,52620,20665
2024-01-06 13:39:34.513+00,399534,52740,20627
2024-01-06 13:40:57.477+00,399534,52860,20669
2024-01-06 13:42:14.547+00,399534,52920,20851
2024-01-06 13:43:28.433+00,399534,53040,20853
2024-01-06 13:46:09.51+00,399534,53160,20855
2024-01-06 13:47:21.423+00,399534,53220,20817
2024-01-06 13:49:16.477+00,399534,53340,24401
2024-01-06 13:50:09.38+00,399534,53400,24403
2024-01-06 13:51:39.427+00,399534,53460,24407
2024-01-06 13:53:03.513+00,399534,53520,24409
2024-01-06 13:54:06.303+00,399534,53580,24411
2024-01-06 13:55:01.437+00,399534,53640,24413
2024-01-06 13:28:30.403+00,399539,52080,120825
2024-01-06 13:30:14.277+00,399539,52200,124201
2024-01-06 13:32:20.43+00,399539,52260,24303
2024-01-06 13:34:20.293+00,399539,52320,24305
2024-01-06 13:37:05.367+00,399539,52440,24131
2024-01-06 13:38:20.29+00,399539,52560,24133
2024-01-06 13:40:00.31+00,399539,52680,24107
2024-01-06 13:41:47.744105+00,399539,52800,29101
2024-01-06 13:42:23.367+00,399539,52860,29103
2024-01-06 13:44:05.503+00,399539,52920,29129
2024-01-06 13:45:37.347417+00,399539,52980,29501
2024-01-06 13:46:04.41014+00,399539,53040,29539
2024-01-06 13:46:56.24+00,399539,53100,29503
2024-01-06 13:47:42.273+00,399539,53160,29531
2024-01-06 13:49:16.307+00,399539,53280,29533
2024-01-06 13:50:05.28+00,399539,53340,89535
2024-01-06 13:51:39.503+00,399539,53400,89537
2024-01-06 13:53:44.29+00,399539,53460,29551
2024-01-06 13:54:27.293+00,399539,53520,29553
2024-01-06 13:28:38.25+00,399540,52020,23514
2024-01-06 13:31:42.473+00,399540,52200,23512
2024-01-06 13:32:20.333+00,399540,52260,23510
2024-01-06 13:33:28.309424+00,399540,52320,23508
2024-01-06 13:34:08.337+00,399540,52380,23506
2024-01-06 13:34:59.313023+00,399540,52440,23504
2024-01-06 13:36:04.577+00,399540,52500,23502
2024-01-06 13:36:55.583+00,399540,52560,23154
2024-01-06 13:38:20.8921+00,399540,52620,23152
2024-01-06 13:38:56.34+00,399540,52680,23150
2024-01-06 13:39:51.185918+00,399540,52740,23148
2024-01-06 13:40:30.313+00,399540,52800,23146
2024-01-06 13:41:30.890687+00,399540,52860,23140
2024-01-06 13:42:11.24+00,399540,52920,23144
2024-01-06 13:44:25.45+00,399540,53040,23131
2024-01-06 13:45:43.43+00,399540,53100,23133
2024-01-06 13:46:35.647031+00,399540,53160,23135
2024-01-06 13:47:30.39+00,399540,53220,23704
2024-01-06 13:48:56.243+00,399540,53340,23734
2024-01-06 13:50:05.37+00,399540,53400,23732
2024-01-06 13:31:59.537+00,399541,52320,11214
2024-01-06 13:32:58.543+00,399541,52380,11212
2024-01-06 13:34:04.537+00,399541,52440,11210
2024-01-06 13:36:33.57+00,399541,52560,11451
2024-01-06 13:37:41.587+00,399541,52620,11453
2024-01-06 13:38:38.253+00,399541,52680,11651
2024-01-06 13:40:17.503+00,399541,52800,11657
2024-01-06 13:41:26.387+00,399541,52920,11659
2024-01-06 13:42:05.143545+00,399541,52980,11606
2024-01-06 13:43:11.243+00,399541,53040,11604
2024-01-06 13:44:29.51+00,399541,53100,11602
2024-01-06 13:45:31.23+00,399541,53160,11406
2024-01-06 13:46:56.27+00,399541,53220,11404
2024-01-06 13:48:04.28+00,399541,53340,11402
2024-01-06 13:49:08.343+00,399541,53400,10246
2024-01-06 13:50:05.49+00,399541,53460,10248
2024-01-06 13:51:05.53+00,399541,53580,10244
2024-01-06 13:53:03.483+00,399541,53700,10273
2024-01-06 13:56:38.447+00,399541,53820,10451
2024-01-06 13:58:26.42+00,399541,53940,10656
2024-01-06 14:00:07.57+00,399541,54060,10655
2024-01-06 14:03:22.33+00,399541,54240,20611
2024-01-06 14:04:54.577+00,399541,54360,20613
2024-01-06 13:31:22.477+00,399544,52260,16408
2024-01-06 13:32:33.483+00,399544,52320,16406
2024-01-06 13:33:04.283+00,399544,52380,16404
2024-01-06 13:34:16.537+00,399544,52440,16402
2024-01-06 13:35:17.497+00,399544,52560,11216
2024-01-06 13:37:13.56+00,399544,52680,11214
2024-01-06 13:40:39.367+00,399544,52860,11208
2024-01-06 13:41:48.333+00,399544,52920,11206
2024-01-06 13:42:50.247+00,399544,52980,11204
2024-01-06 13:43:57.324318+00,399544,53040,11202
2024-01-06 13:45:35.3+00,399544,53220,10234
2024-01-06 13:49:25.327+00,399544,53340,10232
2024-01-06 13:51:13.443+00,399544,53400,10054
2024-01-06 13:52:26.447+00,399544,53460,10008
2024-01-06 13:53:40.483+00,399544,53580,10011
2024-01-06 13:55:26.263+00,399544,53640,10009
2024-01-06 13:56:38.433+00,399544,53700,10013
2024-01-06 13:58:48.31+00,399544,53820,20611
2024-01-06 14:01:07.393+00,399544,53940,20613
2024-01-06 14:02:56.463+00,399544,54060,20615
2024-01-06 14:04:49.453+00,399544,54180,20617
2024-01-06 14:07:55.53+00,399544,54360,23013
2024-01-06 14:10:15.397+00,399544,54480,23015
2024-01-06 14:11:03.33+00,399544,54540,23017
2024-01-06 14:12:25.533+00,399544,54600,23019
2024-01-06 13:29:12.096276+00,399545,52140,16523
2024-01-06 13:30:10.496671+00,399545,52200,16507
2024-01-06 13:30:39.54+00,399545,52260,16503
2024-01-06 13:32:03.453+00,399545,52320,16505
2024-01-06 13:32:54.533+00,399545,52380,16531
2024-01-06 13:35:33.51+00,399545,52680,16705
2024-01-06 13:38:12.587+00,399545,52740,17118
2024-01-06 13:39:34.54+00,399545,52800,17116
2024-01-06 13:40:43.327+00,399545,52860,17114
2024-01-06 13:42:44.497+00,399545,52980,17104
2024-01-06 13:43:55.537+00,399545,53040,17102
2024-01-06 13:45:09.347+00,399545,53100,11730
2024-01-06 13:46:35.54+00,399545,53220,11720
2024-01-06 13:48:04.33+00,399545,53280,11728
2024-01-06 13:50:18.373+00,399545,53400,11711
2024-01-06 13:51:13.55+00,399545,53460,11713
2024-01-06 13:53:03.423+00,399545,53580,17310
2024-01-06 13:54:20.343+00,399545,53640,17308
2024-01-06 13:55:19.44+00,399545,53700,17316
2024-01-06 13:56:13.53+00,399545,53760,17306
2024-01-06 13:57:12.523+00,399545,53820,17304
2024-01-06 13:58:22.26+00,399545,53880,17300
2024-01-06 13:59:02.617+00,399545,53940,17302
2024-01-06 14:00:01.557+00,399545,54000,17312
2024-01-06 14:01:59.6+00,399545,54120,112016
2024-01-06 14:03:39.503+00,399545,54240,12122
2024-01-06 14:05:29.423+00,399545,54300,12123
2024-01-06 14:06:33.503+00,399545,54360,12125
2024-01-06 14:07:41.587+00,399545,54420,12143
2024-01-06 14:08:42.557+00,399545,54480,12127
2024-01-06 14:10:41.537+00,399545,54600,17701
2024-01-06 14:11:42.523+00,399545,54660,17703
2024-01-06 14:12:22.57+00,399545,54720,17705
2024-01-06 14:14:45.59+00,399545,54900,17709
2024-01-06 14:16:39.254799+00,399545,55020,18159
2024-01-06 14:17:14.553+00,399545,55080,18155
2024-01-06 14:19:40.403+00,399545,55140,18115
2024-01-06 14:20:19.583+00,399545,55200,18117
2024-01-06 14:20:57.22005+00,399545,55260,18119
2024-01-06 14:22:00.607824+00,399545,55320,18747
2024-01-06 14:22:47.497+00,399545,55380,18745
2024-01-06 14:23:44.55+00,399545,55440,18739
